 name  subgroup  row  col  crate  neighbor_crate
 W366         0   24   26      4               5
 W367         0   24   27      5               4
 W368         0   24   28      5              -1
 W369         0   24   29      5              -1
 W370         0   24   30      5              -1
 W371         0   24   31      5              -1
 W372         0   24   32      5               6
 W373         0   24   33      6               5
 W374         0   24   34      6              -1
 W375         0   23    1      0              -1
 W376         0   23    2      0               1
 W377         0   23    3      1               0
 W378         0   23    4      1              -1
 W379         0   23    5      1              -1
 W380         0   23    6      1              -1
 W381         0   23    7      1              -1
 W382         0   23    8      1               2
 W383         0   23    9      2               1
 W384         0   23   10      2              -1
 W385         0   23   11      2              -1
 W386         0   23   12      2              -1
 W387         0   23   13      2              -1
 W388         0   23   14      2               3
 W389         0   23   15      3               2
 W390         0   23   16      3              -1
 W391         0   23   17      3              -1
 W392         0   23   18      3              -1
 W393         0   23   19      3              -1
 W394         0   23   20      3               4
 W395         0   23   21      4               3
 W396         0   23   22      4              -1
 W397         0   23   23      4              -1
 W398         0   23   24      4              -1
 W399         0   23   25      4              -1
 W400         0   23   26      4               5
 W401         0   23   27      5               4
 W402         0   23   28      5              -1
 W403         0   23   29      5              -1
 W404         0   23   30      5              -1
 W405         0   23   31      5              -1
 W406         0   23   32      5               6
 W407         0   23   33      6               5
 W408         0   23   34      6              -1
 W409         0   22    1      0              -1
 W410         0   22    2      0               1
 W411         0   22    3      1               0
 W412         0   22    4      1              -1
 W413         0   22    5      1              -1
 W414         0   22    6      1              -1
 W415         0   22    7      1              -1
 W416         0   22    8      1               2
 W417         0   22    9      2               1
 W418         0   22   10      2              -1
 W419         0   22   11      2              -1
 W420         0   22   12      2              -1
 W421         0   22   13      2              -1
 W422         0   22   14      2               3
 W423         0   22   15      3               2
 W424         0   22   16      3              -1
 W425         0   22   17      3              -1
 W426         0   22   18      3              -1
 W427         0   22   19      3              -1
 W428         0   22   20      3               4
 W429         0   22   21      4               3
 W430         0   22   22      4              -1
 W431         0   22   23      4              -1
 W432         0   22   24      4              -1
 W433         0   22   25      4              -1
 W434         0   22   26      4               5
 W435         0   22   27      5               4
 W436         0   22   28      5              -1
 W437         0   22   29      5              -1
 W438         0   22   30      5              -1
 W439         0   22   31      5              -1
 W440         0   22   32      5               6
 W441         0   22   33      6               5
 W442         0   22   34      6              -1
 W443         0   21    1      0              -1
 W444         0   21    2      0               1
 W445         0   21    3      1               0
 W446         0   21    4      1              -1
 W447         0   21    5      1              -1
 W448         0   21    6      1              -1
 W449         0   21    7      1              -1
 W450         0   21    8      1               2
 W451         0   21    9      2               1
 W452         0   21   10      2              -1
 W453         0   21   11      2              -1
 W454         0   21   12      2              -1
 W455         0   21   13      2              -1
 W456         0   21   14      2               3
 W457         0   21   15      3               2
 W458         0   21   16      3              -1
 W459         0   21   17      3              -1
 W460         0   21   18      3              -1
 W461         0   21   19      3              -1
 W462         0   21   20      3               4
 W463         0   21   21      4               3
 W464         0   21   22      4              -1
 W465         0   21   23      4              -1
 W466         0   21   24      4              -1
 W467         0   21   25      4              -1
 W468         0   21   26      4               5
 W469         0   21   27      5               4
 W470         0   21   28      5              -1
 W471         0   21   29      5              -1
 W472         0   21   30      5              -1
 W473         0   21   31      5              -1
 W474         0   21   32      5               6
 W475         0   21   33      6               5
 W476         0   21   34      6              -1
 W477         0   20    1      0              -1
 W478         0   20    2      0               1
 W479         0   20    3      1               0
 W480         0   20    4      1              -1
 W481         0   20    5      1              -1
 W482         0   20    6      1              -1
 W483         0   20    7      1              -1
 W484         0   20    8      1               2
 W485         0   20    9      2               1
 W486         0   20   10      2              -1
 W487         0   20   11      2              -1
 W488         0   20   12      2              -1
 W489         0   20   13      2              -1
 W490         0   20   14      2               3
 W491         0   20   15      3               2
 W492         0   20   16      3              -1
 W493         0   20   17      3              -1
 W494         0   20   18      3              -1
 W495         0   20   19      3              -1
 W496         0   20   20      3               4
 W497         0   20   21      4               3
 W498         0   20   22      4              -1
 W499         0   20   23      4              -1
 W500         0   20   24      4              -1
 W501         0   20   25      4              -1
 W502         0   20   26      4               5
 W503         0   20   27      5               4
 W504         0   20   28      5              -1
 W505         0   20   29      5              -1
 W506         0   20   30      5              -1
 W507         0   20   31      5              -1
 W508         0   20   32      5               6
 W509         0   20   33      6               5
 W510         0   20   34      6              -1
 W511         0   19    1      0              -1
 W512         0   19    2      0               1
 W513         0   19    3      1               0
 W514         0   19    4      1              -1
 W515         0   19    5      1              -1
 W516         0   19    6      1              -1
 W517         0   19    7      1              -1
 W518         0   19    8      1               2
 W519         0   19    9      2               1
 W520         0   19   10      2              -1
 W521         0   19   11      2              -1
 W522         0   19   12      2              -1
 W523         0   19   13      2              -1
 W524         0   19   14      2               3
 W525         0   19   15      3               2
 W526         0   19   16      3              -1
 W527         0   19   17      3              -1
 W528         0   19   18      3              -1
 W529         0   19   19      3              -1
 W530         0   19   20      3               4
 W531         0   19   21      4               3
 W532         0   19   22      4              -1
 W533         0   19   23      4              -1
 W534         0   19   24      4              -1
 W535         0   19   25      4              -1
 W536         0   19   26      4               5
 W537         0   19   27      5               4
 W538         0   19   28      5              -1
 W539         0   19   29      5              -1
 W540         0   19   30      5              -1
 W541         0   19   31      5              -1
 W542         0   19   32      5               6
 W543         0   19   33      6               5
 W544         0   19   34      6              -1
 W545         0   18    1      0              -1
 W546         0   18    2      0               1
 W547         0   18    3      1               0
 W548         0   18    4      1              -1
 W549         0   18    5      1              -1
 W550         0   18    6      1              -1
 W551         0   18    7      1              -1
 W552         0   18    8      1               2
 W553         0   18    9      2               1
 W554         0   18   10      2              -1
 W555         0   18   11      2              -1
 W556         0   18   12      2              -1
 W557         0   18   13      2              -1
 W558         0   18   14      2               3
 W559         0   18   15      3               2
 W560         0   18   16      3              -1
 W563         0   18   19      3              -1
 W564         0   18   20      3               4
 W565         0   18   21      4               3
 W566         0   18   22      4              -1
 W567         0   18   23      4              -1
 W568         0   18   24      4              -1
 W569         0   18   25      4              -1
 W570         0   18   26      4               5
 W571         0   18   27      5               4
 W572         0   18   28      5              -1
 W573         0   18   29      5              -1
 W574         0   18   30      5              -1
 W575         0   18   31      5              -1
 W576         0   18   32      5               6
 W577         0   18   33      6               5
 W578         0   18   34      6              -1
 W579         0   17    1      0              -1
 W580         0   17    2      0               1
 W581         0   17    3      1               0
 W582         0   17    4      1              -1
 W583         0   17    5      1              -1
 W584         0   17    6      1              -1
 W585         0   17    7      1              -1
 W586         0   17    8      1               2
 W587         0   17    9      2               1
 W588         0   17   10      2              -1
 W589         0   17   11      2              -1
 W590         0   17   12      2              -1
 W591         0   17   13      2              -1
 W592         0   17   14      2               3
 W593         0   17   15      3               2
 W594         0   17   16      3              -1
 W597         0   17   19      3              -1
 W598         0   17   20      3               4
 W599         0   17   21      4               3
 W600         0   17   22      4              -1
 W601         0   17   23      4              -1
 W602         0   17   24      4              -1
 W603         0   17   25      4              -1
 W604         0   17   26      4               5
 W605         0   17   27      5               4
 W606         0   17   28      5              -1
 W607         0   17   29      5              -1
 W608         0   17   30      5              -1
 W609         0   17   31      5              -1
 W610         0   17   32      5               6
 W611         0   17   33      6               5
 W612         0   17   34      6              -1
 W613         0   16    1      0              -1
 W614         0   16    2      0               1
 W615         0   16    3      1               0
 W616         0   16    4      1              -1
 W617         0   16    5      1              -1
 W618         0   16    6      1              -1
 W619         0   16    7      1              -1
 W620         0   16    8      1               2
 W621         0   16    9      2               1
 W622         0   16   10      2              -1
 W623         0   16   11      2              -1
 W624         0   16   12      2              -1
 W625         0   16   13      2              -1
 W626         0   16   14      2               3
 W627         0   16   15      3               2
 W628         0   16   16      3              -1
 W629         0   16   17      3              -1
 W630         0   16   18      3              -1
 W631         0   16   19      3              -1
 W632         0   16   20      3               4
 W633         0   16   21      4               3
 W634         0   16   22      4              -1
 W635         0   16   23      4              -1
 W636         0   16   24      4              -1
 W637         0   16   25      4              -1
 W638         0   16   26      4               5
 W639         0   16   27      5               4
 W640         0   16   28      5              -1
 W641         0   16   29      5              -1
 W642         0   16   30      5              -1
 W643         0   16   31      5              -1
 W644         0   16   32      5               6
 W645         0   16   33      6               5
 W646         0   16   34      6              -1
 W647         0   15    1      0              -1
 W648         0   15    2      0               1
 W649         0   15    3      1               0
 W650         0   15    4      1              -1
 W651         0   15    5      1              -1
 W652         0   15    6      1              -1
 W653         0   15    7      1              -1
 W654         0   15    8      1               2
 W655         0   15    9      2               1
 W656         0   15   10      2              -1
 W657         0   15   11      2              -1
 W658         0   15   12      2              -1
 W659         0   15   13      2              -1
 W660         0   15   14      2               3
 W661         0   15   15      3               2
 W662         0   15   16      3              -1
 W663         0   15   17      3              -1
 W664         0   15   18      3              -1
 W665         0   15   19      3              -1
 W666         0   15   20      3               4
 W667         0   15   21      4               3
 W668         0   15   22      4              -1
 W669         0   15   23      4              -1
 W670         0   15   24      4              -1
 W671         0   15   25      4              -1
 W672         0   15   26      4               5
 W673         0   15   27      5               4
 W674         0   15   28      5              -1
 W675         0   15   29      5              -1
 W676         0   15   30      5              -1
 W677         0   15   31      5              -1
 W678         0   15   32      5               6
 W679         0   15   33      6               5
 W680         0   15   34      6              -1
 W681         0   14    1      0              -1
 W682         0   14    2      0               1
 W683         0   14    3      1               0
 W684         0   14    4      1              -1
 W685         0   14    5      1              -1
 W686         0   14    6      1              -1
 W687         0   14    7      1              -1
 W688         0   14    8      1               2
 W689         0   14    9      2               1
 W690         0   14   10      2              -1
 W691         0   14   11      2              -1
 W692         0   14   12      2              -1
 W693         0   14   13      2              -1
 W694         0   14   14      2               3
 W695         0   14   15      3               2
 W696         0   14   16      3              -1
 W697         0   14   17      3              -1
 W698         0   14   18      3              -1
 W699         0   14   19      3              -1
 W700         0   14   20      3               4
 W701         0   14   21      4               3
 W702         0   14   22      4              -1
 W703         0   14   23      4              -1
 W704         0   14   24      4              -1
 W705         0   14   25      4              -1
 W706         0   14   26      4               5
 W707         0   14   27      5               4
 W708         0   14   28      5              -1
 W709         0   14   29      5              -1
 W710         0   14   30      5              -1
 W711         0   14   31      5              -1
 W712         0   14   32      5               6
 W713         0   14   33      6               5
 W714         0   14   34      6              -1
 W715         0   13    1      0              -1
 W716         0   13    2      0               1
 W717         0   13    3      1               0
 W718         0   13    4      1              -1
 W719         0   13    5      1              -1
 W720         0   13    6      1              -1
 W721         0   13    7      1              -1
 W722         0   13    8      1               2
 W723         0   13    9      2               1
 W724         0   13   10      2              -1
 W725         0   13   11      2              -1
 W726         0   13   12      2              -1
 W727         0   13   13      2              -1
 W728         0   13   14      2               3
 W729         0   13   15      3               2
 W730         0   13   16      3              -1
 W731         0   13   17      3              -1
 W732         0   13   18      3              -1
 W733         0   13   19      3              -1
 W734         0   13   20      3               4
 W735         0   13   21      4               3
 W736         0   13   22      4              -1
 W737         0   13   23      4              -1
 W738         0   13   24      4              -1
 W739         0   13   25      4              -1
 W740         0   13   26      4               5
 W741         0   13   27      5               4
 W742         0   13   28      5              -1
 W743         0   13   29      5              -1
 W744         0   13   30      5              -1
 W745         0   13   31      5              -1
 W746         0   13   32      5               6
 W747         0   13   33      6               5
 W748         0   13   34      6              -1
 W749         0   12    1      0              -1
 W750         0   12    2      0               1
 W751         0   12    3      1               0
 W752         0   12    4      1              -1
 W753         0   12    5      1              -1
 W754         0   12    6      1              -1
 W755         0   12    7      1              -1
 W756         0   12    8      1               2
 W757         0   12    9      2               1
 W758         0   12   10      2              -1
 W759         0   12   11      2              -1
 W760         0   12   12      2              -1
 W761         0   12   13      2              -1
 W762         0   12   14      2               3
 W763         0   12   15      3               2
 W764         0   12   16      3              -1
 W765         0   12   17      3              -1
 W766         0   12   18      3              -1
 W767         0   12   19      3              -1
 W768         0   12   20      3               4
 W769         0   12   21      4               3
 W770         0   12   22      4              -1
 W771         0   12   23      4              -1
 W772         0   12   24      4              -1
 W773         0   12   25      4              -1
 W774         0   12   26      4               5
 W775         0   12   27      5               4
 W776         0   12   28      5              -1
 W777         0   12   29      5              -1
 W778         0   12   30      5              -1
 W779         0   12   31      5              -1
 W780         0   12   32      5               6
 W781         0   12   33      6               5
 W782         0   12   34      6              -1
 W783         0   11    1      0              -1
 W784         0   11    2      0               1
 W785         0   11    3      1               0
 W786         0   11    4      1              -1
 W787         0   11    5      1              -1
 W788         0   11    6      1              -1
 W789         0   11    7      1              -1
 W790         0   11    8      1               2
 W791         0   11    9      2               1
 W792         0   11   10      2              -1
 W793         0   11   11      2              -1
 W794         0   11   12      2              -1
 W795         0   11   13      2              -1
 W796         0   11   14      2               3
 W797         0   11   15      3               2
 W798         0   11   16      3              -1
 W799         0   11   17      3              -1
 W800         0   11   18      3              -1
 W801         0   11   19      3              -1
 W802         0   11   20      3               4
 W803         0   11   21      4               3
 W804         0   11   22      4              -1
 W805         0   11   23      4              -1
 W806         0   11   24      4              -1
 W807         0   11   25      4              -1
 W808         0   11   26      4               5
 W809         0   11   27      5               4
 W810         0   11   28      5              -1
 W811         0   11   29      5              -1
 W812         0   11   30      5              -1
 W813         0   11   31      5              -1
 W814         0   11   32      5               6
 W815         0   11   33      6               5
 W816         0   11   34      6              -1
 W817         0   10    1      0              -1
 W818         0   10    2      0               1
 W819         0   10    3      1               0
 W820         0   10    4      1              -1
 W821         0   10    5      1              -1
 W822         0   10    6      1              -1
 W823         0   10    7      1              -1
 W824         0   10    8      1               2
 W825         0   10    9      2               1
 W826         0   10   10      2              -1
 W827         0   10   11      2              -1
 W828         0   10   12      2              -1
 W829         0   10   13      2              -1
 W830         0   10   14      2               3
 W831         0   10   15      3               2
 W832         0   10   16      3              -1
 W833         0   10   17      3              -1
 W834         0   10   18      3              -1
 W835         0   10   19      3              -1
 W836         0   10   20      3               4
 W837         0   10   21      4               3
 W838         0   10   22      4              -1
 W839         0   10   23      4              -1
 W840         0   10   24      4              -1
 W841         0   10   25      4              -1
 W842         0   10   26      4               5
 W843         0   10   27      5               4
 W844         0   10   28      5              -1
 W845         0   10   29      5              -1
 W846         0   10   30      5              -1
 W847         0   10   31      5              -1
 W848         0   10   32      5               6
 W849         0   10   33      6               5
 W850         0   10   34      6              -1
 W851         0    9    1      0              -1
 W852         0    9    2      0               1
 W853         0    9    3      1               0
 W854         0    9    4      1              -1
 W855         0    9    5      1              -1
 W856         0    9    6      1              -1
 W857         0    9    7      1              -1
 W858         0    9    8      1               2
 W859         0    9    9      2               1
 W860         0    9   10      2              -1
 W861         0    9   11      2              -1
 W862         0    9   12      2              -1
 W863         0    9   13      2              -1
 W864         0    9   14      2               3
 W865         0    9   15      3               2
 W866         0    9   16      3              -1
 W867         0    9   17      3              -1
 W868         0    9   18      3              -1
 W869         0    9   19      3              -1
 W870         0    9   20      3               4
 W871         0    9   21      4               3
 W872         0    9   22      4              -1
 W873         0    9   23      4              -1
 W874         0    9   24      4              -1
 W875         0    9   25      4              -1
 W876         0    9   26      4               5
 W877         0    9   27      5               4
 W878         0    9   28      5              -1
 W879         0    9   29      5              -1
 W880         0    9   30      5              -1
 W881         0    9   31      5              -1
 W882         0    9   32      5               6
 W883         0    9   33      6               5
 W884         0    9   34      6              -1
 W885         0    8    1      0              -1
 W886         0    8    2      0               1
 W887         0    8    3      1               0
 W888         0    8    4      1              -1
 W889         0    8    5      1              -1
 W890         0    8    6      1              -1
 W891         0    8    7      1              -1
 W892         0    8    8      1               2
 W893         0    8    9      2               1
 W894         0    8   10      2              -1
 W895         0    8   11      2              -1
 W896         0    8   12      2              -1
 W897         0    8   13      2              -1
 W898         0    8   14      2               3
 W899         0    8   15      3               2
 W900         0    8   16      3              -1
 W901         0    8   17      3              -1
 W902         0    8   18      3              -1
 W903         0    8   19      3              -1
 W904         0    8   20      3               4
 W905         0    8   21      4               3
 W906         0    8   22      4              -1
 W907         0    8   23      4              -1
 W908         0    8   24      4              -1
 W909         0    8   25      4              -1
 W910         0    8   26      4               5
 W911         0    8   27      5               4
 W912         0    8   28      5              -1
 W913         0    8   29      5              -1
 W914         0    8   30      5              -1
 W915         0    8   31      5              -1
 W916         0    8   32      5               6
 W917         0    8   33      6               5
 W918         0    8   34      6              -1
 W919         0    7    1      0              -1
 W920         0    7    2      0               1
 W921         0    7    3      1               0
 W922         0    7    4      1              -1
 W923         0    7    5      1              -1
 W924         0    7    6      1              -1
 W925         0    7    7      1              -1
 W926         0    7    8      1               2
 W927         0    7    9      2               1
 W928         0    7   10      2              -1
 W929         0    7   11      2              -1
 W930         0    7   12      2              -1
 W931         0    7   13      2              -1
 W932         0    7   14      2               3
 W933         0    7   15      3               2
 W934         0    7   16      3              -1
 W935         0    7   17      3              -1
 W936         0    7   18      3              -1
 W937         0    7   19      3              -1
 W938         0    7   20      3               4
 W939         0    7   21      4               3
 W940         0    7   22      4              -1
 W941         0    7   23      4              -1
 W942         0    7   24      4              -1
 W943         0    7   25      4              -1
 W944         0    7   26      4               5
 W945         0    7   27      5               4
 W946         0    7   28      5              -1
 W947         0    7   29      5              -1
 W948         0    7   30      5              -1
 W949         0    7   31      5              -1
 W950         0    7   32      5               6
 W951         0    7   33      6               5
 W952         0    7   34      6              -1
 W953         0    6    1      0              -1
 W954         0    6    2      0               1
 W955         0    6    3      1               0
 W956         0    6    4      1              -1
 W957         0    6    5      1              -1
 W958         0    6    6      1              -1
 W959         0    6    7      1              -1
 W960         0    6    8      1               2
 W961         0    6    9      2               1
 W962         0    6   10      2              -1
 W963         0    6   11      2              -1
 W964         0    6   12      2              -1
 W965         0    6   13      2              -1
 W966         0    6   14      2               3
 W967         0    6   15      3               2
 W968         0    6   16      3              -1
 W969         0    6   17      3              -1
 W970         0    6   18      3              -1
 W971         0    6   19      3              -1
 W972         0    6   20      3               4
 W973         0    6   21      4               3
 W974         0    6   22      4              -1
 W975         0    6   23      4              -1
 W976         0    6   24      4              -1
 W977         0    6   25      4              -1
 W978         0    6   26      4               5
 W979         0    6   27      5               4
 W980         0    6   28      5              -1
 W981         0    6   29      5              -1
 W982         0    6   30      5              -1
 W983         0    6   31      5              -1
 W984         0    6   32      5               6
 W985         0    6   33      6               5
 W986         0    6   34      6              -1
 W987         0    5    1      0              -1
 W988         0    5    2      0               1
 W989         0    5    3      1               0
 W990         0    5    4      1              -1
 W991         0    5    5      1              -1
 W992         0    5    6      1              -1
 W993         0    5    7      1              -1
 W994         0    5    8      1               2
 W995         0    5    9      2               1
 W996         0    5   10      2              -1
 W997         0    5   11      2              -1
 W998         0    5   12      2              -1
 W999         0    5   13      2              -1
W1000         0    5   14      2               3
W1001         0    5   15      3               2
W1002         0    5   16      3              -1
W1003         0    5   17      3              -1
W1004         0    5   18      3              -1
W1005         0    5   19      3              -1
W1006         0    5   20      3               4
W1007         0    5   21      4               3
W1008         0    5   22      4              -1
W1009         0    5   23      4              -1
W1010         0    5   24      4              -1
W1011         0    5   25      4              -1
W1012         0    5   26      4               5
W1013         0    5   27      5               4
W1014         0    5   28      5              -1
W1015         0    5   29      5              -1
W1016         0    5   30      5              -1
W1017         0    5   31      5              -1
W1018         0    5   32      5               6
W1019         0    5   33      6               5
W1020         0    5   34      6              -1
W1021         0    4    1      0              -1
W1022         0    4    2      0               1
W1023         0    4    3      1               0
W1024         0    4    4      1              -1
W1025         0    4    5      1              -1
W1026         0    4    6      1              -1
W1027         0    4    7      1              -1
W1028         0    4    8      1               2
W1029         0    4    9      2               1
W1030         0    4   10      2              -1
W1031         0    4   11      2              -1
W1032         0    4   12      2              -1
W1033         0    4   13      2              -1
W1034         0    4   14      2               3
W1035         0    4   15      3               2
W1036         0    4   16      3              -1
W1037         0    4   17      3              -1
W1038         0    4   18      3              -1
W1039         0    4   19      3              -1
W1040         0    4   20      3               4
W1041         0    4   21      4               3
W1042         0    4   22      4              -1
W1043         0    4   23      4              -1
W1044         0    4   24      4              -1
W1045         0    4   25      4              -1
W1046         0    4   26      4               5
W1047         0    4   27      5               4
W1048         0    4   28      5              -1
W1049         0    4   29      5              -1
W1050         0    4   30      5              -1
W1051         0    4   31      5              -1
W1052         0    4   32      5               6
W1053         0    4   33      6               5
W1054         0    4   34      6              -1
W1055         0    3    1      0              -1
W1056         0    3    2      0               1
W1057         0    3    3      1               0
W1058         0    3    4      1              -1
W1059         0    3    5      1              -1
W1060         0    3    6      1              -1
W1061         0    3    7      1              -1
W1062         0    3    8      1               2
W1063         0    3    9      2               1
W1064         0    3   10      2              -1
W1065         0    3   11      2              -1
W1066         0    3   12      2              -1
W1067         0    3   13      2              -1
W1068         0    3   14      2               3
W1069         0    3   15      3               2
W1070         0    3   16      3              -1
W1071         0    3   17      3              -1
W1072         0    3   18      3              -1
W1073         0    3   19      3              -1
W1074         0    3   20      3               4
W1075         0    3   21      4               3
W1076         0    3   22      4              -1
W1077         0    3   23      4              -1
W1078         0    3   24      4              -1
W1079         0    3   25      4              -1
W1080         0    3   26      4               5
W1081         0    3   27      5               4
W1082         0    3   28      5              -1
W1083         0    3   29      5              -1
W1084         0    3   30      5              -1
W1085         0    3   31      5              -1
W1086         0    3   32      5               6
W1087         0    3   33      6               5
W1088         0    3   34      6              -1
W1089         0    2    1      0              -1
W1090         0    2    2      0               1
W1091         0    2    3      1               0
W1092         0    2    4      1              -1
W1093         0    2    5      1              -1
W1094         0    2    6      1              -1
W1095         0    2    7      1              -1
W1096         0    2    8      1               2
W1097         0    2    9      2               1
W1098         0    2   10      2              -1
W1099         0    2   11      2              -1
W1100         0    2   12      2              -1
W1101         0    2   13      2              -1
W1102         0    2   14      2               3
W1103         0    2   15      3               2
W1104         0    2   16      3              -1
W1105         0    2   17      3              -1
W1106         0    2   18      3              -1
W1107         0    2   19      3              -1
W1108         0    2   20      3               4
W1109         0    2   21      4               3
W1110         0    2   22      4              -1
W1111         0    2   23      4              -1
W1112         0    2   24      4              -1
W1113         0    2   25      4              -1
W1114         0    2   26      4               5
W1115         0    2   27      5               4
W1116         0    2   28      5              -1
W1117         0    2   29      5              -1
W1118         0    2   30      5              -1
W1119         0    2   31      5              -1
W1120         0    2   32      5               6
W1121         0    2   33      6               5
W1122         0    2   34      6              -1
W1123         0    1    1      0               1
W1124         0    1    2      0               1
W1125         0    1    3      1               0
W1126         0    1    4      1              -1
W1127         0    1    5      1              -1
W1128         0    1    6      1              -1
W1129         0    1    7      1               2
W1130         0    1    8      1               2
W1131         0    1    9      2               1
W1132         0    1   10      2              -1
W1133         0    1   11      2              -1
W1134         0    1   12      2              -1
W1135         0    1   13      2              -1
W1136         0    1   14      2               3
W1137         0    1   15      3               2
W1138         0    1   16      3               2
W1139         0    1   17      3              -1
W1140         0    1   18      3              -1
W1141         0    1   19      3              -1
W1142         0    1   20      3               4
W1143         0    1   21      4               3
W1144         0    1   22      4              -1
W1145         0    1   23      4              -1
W1146         0    1   24      4              -1
W1147         0    1   25      4              -1
W1148         0    1   26      4               5
W1149         0    1   27      5               4
W1150         0    1   28      5               4
W1151         0    1   29      5              -1
W1152         0    1   30      5              -1
W1153         0    1   31      5              -1
W1154         0    1   32      5               6
W1155         0    1   33      6               5
W1156         0    1   34      6               5
