 name  crate  slot  channel  VPCB.board  VPCB.connector  cable.board  sub.label  group.label  cable.number  pin.number  link_to_crate  link_slot  link_channel
 W993      1     9        1           8             148          8.0        6.0          1.0           4.0         2.0             -1         -1            -1
W1024      1     9        2           8             151          8.0        6.0          1.0           5.0         1.0             -1         -1            -1
W1129      1     9        3           8             172          8.0        6.0          1.0           7.0        26.0              2          1             2
W1127      1     9        4           8             170          8.0        6.0          1.0           9.0        24.0             -1         -1            -1
W1130      1     9        5           8             173          8.0        6.0          1.0          10.0        23.0              2          1             3
W1128      1     9        6           8             171          8.0        6.0          1.0          12.0        21.0             -1         -1            -1
W1095      1     9        7           8             166          8.0        6.0          1.0          13.0        20.0             -1         -1            -1
W1126      1     9        8           8             169          8.0        6.0          1.0          14.0        19.0             -1         -1            -1
W1093      1     9        9           8             164          8.0        6.0          1.0          15.0        18.0             -1         -1            -1
W1096      1     9       10           8             167          8.0        6.0          1.0          16.0        17.0              2          1             1
W1094      1     9       11           8             165          8.0        6.0          1.0          18.0        15.0             -1         -1            -1
W1061      1     9       12           8             160          8.0        6.0          1.0          19.0        14.0             -1         -1            -1
W1092      1     9       13           8             163          8.0        6.0          1.0          20.0        13.0             -1         -1            -1
W1059      1     9       14           8             158          8.0        6.0          1.0          21.0        12.0             -1         -1            -1
W1062      1     9       15           8             161          8.0        6.0          1.0          22.0        11.0              2          1             0
W1060      1    10        0           8             159          8.0        6.0          1.0          24.0         9.0             -1         -1            -1
W1027      1    10        1           8             154          8.0        6.0          1.0          25.0         8.0             -1         -1            -1
W1058      1    10        2           8             157          8.0        6.0          1.0          26.0         7.0             -1         -1            -1
W1025      1    10        3           8             152          8.0        6.0          1.0          27.0         6.0             -1         -1            -1
 W105      1    10        4           9              33          9.0        1.0          1.0           4.0        29.0              0          2             3
  W71      1    10        5           9              30          9.0        1.0          1.0           5.0        28.0              0          2             2
  W37      1    10        6           9              27          9.0        1.0          1.0          10.0        23.0              0          2             1
   W3      1    10        7           9              24          9.0        1.0          1.0          11.0        22.0              0          2             0
 G158      1    10        8           9              20          9.0        1.0          1.0          15.0        18.0             -1         -1            -1
 G159      1    10        9           9              21          9.0        1.0          1.0          16.0        17.0              2          1             9
 G129      1    10       10           9              18          9.0        1.0          1.0          17.0        16.0              2          1             8
 G157      1    10       11           9              19          9.0        1.0          1.0          18.0        15.0              0          3             5
 G127      1    10       12           9              16          9.0        1.0          1.0          19.0        14.0             -1         -1            -1
 G128      1    10       13           9              17          9.0        1.0          1.0          20.0        13.0             -1         -1            -1
  G98      1    10       14           9              14          9.0        1.0          1.0          21.0        12.0             -1         -1            -1
  G99      1    10       15           9              15          9.0        1.0          1.0          22.0        11.0              2          1             7
  G69      1    13        0           9              12          9.0        1.0          1.0          23.0        10.0              2          1             6
  G97      1    13        1           9              13          9.0        1.0          1.0          24.0         9.0             -1         -1            -1
  G67      1    13        2           9              10          9.0        1.0          1.0          25.0         8.0             -1         -1            -1
  G68      1    13        3           9              11          9.0        1.0          1.0          26.0         7.0             -1         -1            -1
  G38      1    13        4           9               8          9.0        1.0          1.0          27.0         6.0             -1         -1            -1
  G39      1    13        5           9               9          9.0        1.0          1.0          28.0         5.0              2          1             5
   G9      1    13        6           9               6          9.0        1.0          1.0          29.0         4.0              2          1             4
  G37      1    13        7           9               7          9.0        1.0          1.0          30.0         3.0             -1         -1            -1
   G7      1    13        8           9               4          9.0        1.0          1.0          31.0         2.0             -1         -1            -1
   G8      1    13        9           9               5          9.0        1.0          1.0          32.0         1.0             -1         -1            -1
 W819      1    13       10           9             120          9.0        2.0          1.0           1.0        32.0              0          2            24
 W820      1    13       11           9             121          9.0        2.0          1.0           2.0        31.0             -1         -1            -1
 W787      1    13       12           9             116          9.0        2.0          1.0           5.0        28.0             -1         -1            -1
 W788      1    13       13           9             117          9.0        2.0          1.0           6.0        27.0             -1         -1            -1
 W785      1    13       14           9             114          9.0        2.0          1.0           7.0        26.0              0          2            23
 W786      1    13       15           9             115          9.0        2.0          1.0           8.0        25.0             -1         -1            -1
 W753      1    14        0           9             110          9.0        2.0          1.0          11.0        22.0             -1         -1            -1
 W754      1    14        1           9             111          9.0        2.0          1.0          12.0        21.0             -1         -1            -1
 W751      1    14        2           9             108          9.0        2.0          1.0          13.0        20.0              0          2            22
 W752      1    14        3           9             109          9.0        2.0          1.0          14.0        19.0             -1         -1            -1
 W717      1    14        4           9             105          9.0        2.0          1.0          18.0        15.0              0          2            21
 W683      1    14        5           9             102          9.0        2.0          1.0          19.0        14.0              0          2            20
 W649      1    14        6           9              99          9.0        2.0          1.0          24.0         9.0              0          2            19
 W615      1    14        7           9              96          9.0        2.0          1.0          25.0         8.0              0          2            18
 W581      1    14        8           9              93          9.0        2.0          1.0          30.0         3.0              0          2            17
 W547      1    14        9           9              90          9.0        2.0          1.0          31.0         2.0              0          2            16
 W208      1    14       10           9              43          9.0        3.0          1.0           1.0         7.0             -1         -1            -1
 W173      1    14       11           9              39          9.0        3.0          1.0           5.0         3.0              0          2             5
 W139      1    14       12           9              36          9.0        3.0          1.0           6.0         2.0              0          2             4
 W277      1    14       13           9              56          9.0        3.0          1.0          11.0        22.0             -1         -1            -1
 W278      1    14       14           9              57          9.0        3.0          1.0          12.0        21.0             -1         -1            -1
 W275      1    14       15           9              54          9.0        3.0          1.0          13.0        20.0              0          2             8
 W276      1    15        0           9              55          9.0        3.0          1.0          14.0        19.0             -1         -1            -1
 W243      1    15        1           9              50          9.0        3.0          1.0          17.0        16.0             -1         -1            -1
 W244      1    15        2           9              51          9.0        3.0          1.0          18.0        15.0             -1         -1            -1
 W241      1    15        3           9              48          9.0        3.0          1.0          19.0        14.0              0          2             7
 W242      1    15        4           9              49          9.0        3.0          1.0          20.0        13.0             -1         -1            -1
 W209      1    15        5           9              44          9.0        3.0          1.0          23.0        10.0             -1         -1            -1
 W210      1    15        6           9              45          9.0        3.0          1.0          24.0         9.0             -1         -1            -1
 W207      1    15        7           9              42          9.0        3.0          1.0          25.0         8.0              0          2             6
 W854      1    15        8           9             127          9.0        4.0          1.0           1.0         5.0             -1         -1            -1
 W821      1    15        9           9             122          9.0        4.0          1.0           4.0         2.0             -1         -1            -1
 W822      1    15       10           9             123          9.0        4.0          1.0           5.0         1.0             -1         -1            -1
 W955      1    15       11           9             144          9.0        4.0          1.0           9.0        24.0              0          2            28
 W923      1    15       12           9             140          9.0        4.0          1.0          13.0        20.0             -1         -1            -1
 W924      1    15       13           9             141          9.0        4.0          1.0          14.0        19.0             -1         -1            -1
 W921      1    15       14           9             138          9.0        4.0          1.0          15.0        18.0              0          2            27
 W922      1    15       15           9             139          9.0        4.0          1.0          16.0        17.0             -1         -1            -1
 W889      1    16        0           9             134          9.0        4.0          1.0          19.0        14.0             -1         -1            -1
 W890      1    16        1           9             135          9.0        4.0          1.0          20.0        13.0             -1         -1            -1
 W887      1    16        2           9             132          9.0        4.0          1.0          21.0        12.0              0          2            26
 W888      1    16        3           9             133          9.0        4.0          1.0          22.0        11.0             -1         -1            -1
 W855      1    16        4           9             128          9.0        4.0          1.0          25.0         8.0             -1         -1            -1
 W856      1    16        5           9             129          9.0        4.0          1.0          26.0         7.0             -1         -1            -1
 W853      1    16        6           9             126          9.0        4.0          1.0          27.0         6.0              0          2            25
 W513      1    16        7           9              87          9.0        5.0          1.0           4.0        29.0              0          2            15
 W479      1    16        8           9              84          9.0        5.0          1.0           5.0        28.0              0          2            14
 W445      1    16        9           9              81          9.0        5.0          1.0          10.0        23.0              0          2            13
 W411      1    16       10           9              78          9.0        5.0          1.0          11.0        22.0              0          2            12
 W379      1    16       11           9              74          9.0        5.0          1.0          15.0        18.0             -1         -1            -1
 W380      1    16       12           9              75          9.0        5.0          1.0          16.0        17.0             -1         -1            -1
 W377      1    16       13           9              72          9.0        5.0          1.0          17.0        16.0              0          2            11
 W378      1    16       14           9              73          9.0        5.0          1.0          18.0        15.0             -1         -1            -1
 W345      1    16       15           9              68          9.0        5.0          1.0          21.0        12.0             -1         -1            -1
 W346      1    17        0           9              69          9.0        5.0          1.0          22.0        11.0             -1         -1            -1
 W343      1    17        1           9              66          9.0        5.0          1.0          23.0        10.0              0          2            10
 W344      1    17        2           9              67          9.0        5.0          1.0          24.0         9.0             -1         -1            -1
 W311      1    17        3           9              62          9.0        5.0          1.0          27.0         6.0             -1         -1            -1
 W312      1    17        4           9              63          9.0        5.0          1.0          28.0         5.0             -1         -1            -1
 W309      1    17        5           9              60          9.0        5.0          1.0          29.0         4.0              0          2             9
 W310      1    17        6           9              61          9.0        5.0          1.0          30.0         3.0             -1         -1            -1
 G878      1    17        7           9             176          9.0        6.0          1.0           1.0        32.0             -1         -1            -1
 G879      1    17        8           9             177          9.0        6.0          1.0           2.0        31.0             -1         -1            -1
 G849      1    17        9           9             174          9.0        6.0          1.0           3.0        30.0             -1         -1            -1
 G877      1    17       10           9             175          9.0        6.0          1.0           4.0        29.0              0          3            15
 G847      1    17       11           9             172          9.0        6.0          1.0           5.0        28.0              0          3            14
 G848      1    17       12           9             173          9.0        6.0          1.0           6.0        27.0             -1         -1            -1
 G818      1    17       13           9             170          9.0        6.0          1.0           7.0        26.0             -1         -1            -1
 G819      1    17       14           9             171          9.0        6.0          1.0           8.0        25.0             -1         -1            -1
 G789      1    17       15           9             168          9.0        6.0          1.0           9.0        24.0             -1         -1            -1
 G817      1    18        0           9             169          9.0        6.0          1.0          10.0        23.0              0          3            13
 G787      1    18        1           9             166          9.0        6.0          1.0          11.0        22.0              0          3            12
 G788      1    18        2           9             167          9.0        6.0          1.0          12.0        21.0             -1         -1            -1
 G758      1    18        3           9             164          9.0        6.0          1.0          13.0        20.0             -1         -1            -1
 G759      1    18        4           9             165          9.0        6.0          1.0          14.0        19.0             -1         -1            -1
 G729      1    18        5           9             162          9.0        6.0          1.0          15.0        18.0             -1         -1            -1
 G757      1    18        6           9             163          9.0        6.0          1.0          16.0        17.0              0          3            11
 G727      1    18        7           9             160          9.0        6.0          1.0          17.0        16.0              0          3             9
 G728      1    18        8           9             161          9.0        6.0          1.0          18.0        15.0              0          3            10
W1125      1    18        9           9             159          9.0        6.0          1.0          20.0        13.0              0          3             1
W1091      1    18       10           9             156          9.0        6.0          1.0          21.0        12.0              0          3             0
W1057      1    18       11           9             153          9.0        6.0          1.0          26.0         7.0              0          2            31
 G126      1    18       14          10              30         10.0        1.0          1.0           3.0        30.0              0          3             7
  G96      1    18       15          10              24         10.0        1.0          1.0           9.0        24.0              0          3             6
  G66      1    19        0          10              18         10.0        1.0          1.0          15.0        18.0              0          3             4
  G36      1    19        1          10              12         10.0        1.0          1.0          21.0        12.0              0          3             3
   G6      1    19        2          10               6         10.0        1.0          1.0          27.0         6.0              0          3             2
 G156      1    19        3          10              36         10.0        3.0          1.0           2.0         4.0              0          3             8
 W991      1    19        4           8             146          8.0        4.0          1.0           1.0        32.0             -1         -1            -1
 W994      1    19        5           8             149          8.0        4.0          1.0           2.0        31.0              2          0            30
 W992      1    19        6           8             147          8.0        4.0          1.0           4.0        29.0             -1         -1            -1
 W959      1    19        7           8             142          8.0        4.0          1.0           5.0        28.0             -1         -1            -1
 W990      1    19        8           8             145          8.0        4.0          1.0           6.0        27.0             -1         -1            -1
 W957      1    19        9           8             140          8.0        4.0          1.0           7.0        26.0             -1         -1            -1
 W960      1    19       10           8             143          8.0        4.0          1.0           8.0        25.0              2          0            29
 W958      1    19       11           8             141          8.0        4.0          1.0          10.0        23.0             -1         -1            -1
 W925      1    19       12           8             136          8.0        4.0          1.0          11.0        22.0             -1         -1            -1
 W956      1    19       13           8             139          8.0        4.0          1.0          12.0        21.0             -1         -1            -1
 W892      1    19       14           8             134          8.0        4.0          1.0          13.0        20.0              2          0            27
 W926      1    19       15           8             137          8.0        4.0          1.0          14.0        19.0              2          0            28
 W857      1    20        0           8             130          8.0        4.0          1.0          17.0        16.0             -1         -1            -1
 W891      1    20        1           8             133          8.0        4.0          1.0          18.0        15.0             -1         -1            -1
 W824      1    20        2           8             128          8.0        4.0          1.0          19.0        14.0              2          0            25
 W858      1    20        3           8             131          8.0        4.0          1.0          20.0        13.0              2          0            26
 W789      1    20        4           8             124          8.0        4.0          1.0          23.0        10.0             -1         -1            -1
 W823      1    20        5           8             127          8.0        4.0          1.0          24.0         9.0             -1         -1            -1
 W756      1    20        6           8             122          8.0        4.0          1.0          25.0         8.0              2          0            23
 W790      1    20        7           8             125          8.0        4.0          1.0          26.0         7.0              2          0            24
 W721      1    20        8           8             118          8.0        4.0          1.0          29.0         4.0             -1         -1            -1
W1023      1    20       10           9             150          9.0        6.0          1.0          27.0         6.0              0          2            30
 W989      1    20       12           9             147          9.0        6.0          1.0          32.0         1.0              0          2            29
 W755      1    20       13           8             121          8.0        4.0          1.0          30.0         3.0             -1         -1            -1
 W719      1    20       14           8             116          8.0        4.0          1.0          31.0         2.0             -1         -1            -1
 W722      1    20       15           8             119          8.0        4.0          1.0          32.0         1.0              2          0            22
 W558      2     3        0           6              88          6.0        5.0          2.0           1.0        32.0              3          2            16
 W557      2     3        1           6              87          6.0        5.0          2.0           4.0        29.0             -1         -1            -1
 W523      2     3        2           6              82          6.0        5.0          2.0           7.0        26.0             -1         -1            -1
 W524      2     3        3           6              83          6.0        5.0          2.0           8.0        25.0              3          2            15
 W490      2     3        4           6              78          6.0        5.0          2.0          11.0        22.0              3          2            14
 W489      2     3        5           6              77          6.0        5.0          2.0          14.0        19.0             -1         -1            -1
 W455      2     3        6           6              72          6.0        5.0          2.0          17.0        16.0             -1         -1            -1
 W456      2     3        7           6              73          6.0        5.0          2.0          18.0        15.0              3          2            13
 W422      2     3        8           6              68          6.0        5.0          2.0          21.0        12.0              3          2            12
 W421      2     3        9           6              67          6.0        5.0          2.0          24.0         9.0             -1         -1            -1
 W387      2     3       10           6              62          6.0        5.0          2.0          27.0         6.0             -1         -1            -1
 W388      2     3       11           6              63          6.0        5.0          2.0          28.0         5.0              3          2            11
 W354      2     3       12           6              58          6.0        5.0          2.0          31.0         2.0              3          2            10
 W691      2     3       13           7             101          7.0        2.0          2.0           1.0         7.0             -1         -1            -1
 W657      2     3       14           7              98          7.0        2.0          2.0           2.0         6.0             -1         -1            -1
 W658      2     3       15           7              99          7.0        2.0          2.0           3.0         5.0             -1         -1            -1
 W624      2     4        0           7              96          7.0        2.0          2.0           4.0         4.0             -1         -1            -1
 W656      2     4        1           7              97          7.0        2.0          2.0           5.0         3.0             -1         -1            -1
 W622      2     4        2           7              94          7.0        2.0          2.0           6.0         2.0             -1         -1            -1
 W623      2     4        3           7              95          7.0        2.0          2.0           7.0         1.0             -1         -1            -1
 W862      2     4        4           7             117          7.0        2.0          2.0          10.0        23.0             -1         -1            -1
 W828      2     4        5           7             114          7.0        2.0          2.0          11.0        22.0             -1         -1            -1
 W860      2     4        6           7             115          7.0        2.0          2.0          12.0        21.0             -1         -1            -1
 W826      2     4        7           7             112          7.0        2.0          2.0          13.0        20.0             -1         -1            -1
 W827      2     4        8           7             113          7.0        2.0          2.0          14.0        19.0             -1         -1            -1
 W793      2     4        9           7             110          7.0        2.0          2.0          15.0        18.0             -1         -1            -1
 W794      2     4       10           7             111          7.0        2.0          2.0          16.0        17.0             -1         -1            -1
 W760      2     4       11           7             108          7.0        2.0          2.0          17.0        16.0             -1         -1            -1
 W792      2     4       12           7             109          7.0        2.0          2.0          18.0        15.0             -1         -1            -1
 W758      2     4       13           7             106          7.0        2.0          2.0          19.0        14.0             -1         -1            -1
 W759      2     4       14           7             107          7.0        2.0          2.0          20.0        13.0             -1         -1            -1
 W725      2     4       15           7             104          7.0        2.0          2.0          21.0        12.0             -1         -1            -1
 W726      2     5        0           7             105          7.0        2.0          2.0          22.0        11.0             -1         -1            -1
 W692      2     5        1           7             102          7.0        2.0          2.0          23.0        10.0             -1         -1            -1
 W724      2     5        2           7             103          7.0        2.0          2.0          24.0         9.0             -1         -1            -1
 W690      2     5        3           7             100          7.0        2.0          2.0          25.0         8.0             -1         -1            -1
 W795      2     5        4           6             120          6.0        2.0          2.0           1.0        32.0             -1         -1            -1
 W796      2     5        5           6             121          6.0        2.0          2.0           2.0        31.0              3          2            23
 W762      2     5        6           6             116          6.0        2.0          2.0           5.0        28.0              3          2            22
 W761      2     5        7           6             115          6.0        2.0          2.0           8.0        25.0             -1         -1            -1
 W727      2     5        8           6             110          6.0        2.0          2.0          11.0        22.0             -1         -1            -1
 W728      2     5        9           6             111          6.0        2.0          2.0          12.0        21.0              3          2            21
 W694      2     5       10           6             106          6.0        2.0          2.0          15.0        18.0              3          2            20
 W693      2     5       11           6             105          6.0        2.0          2.0          18.0        15.0             -1         -1            -1
 W659      2     5       12           6             100          6.0        2.0          2.0          21.0        12.0             -1         -1            -1
 W660      2     5       13           6             101          6.0        2.0          2.0          22.0        11.0              3          2            19
 W626      2     5       14           6              96          6.0        2.0          2.0          25.0         8.0              3          2            18
 W625      2     5       15           6              95          6.0        2.0          2.0          28.0         5.0             -1         -1            -1
 W592      2     6        0           6              92          6.0        2.0          2.0          29.0         4.0              3          2            17
 W591      2     6        1           6              91          6.0        2.0          2.0          32.0         1.0             -1         -1            -1
 G163      2     6        2           6              19          6.0        1.0          2.0          18.0        15.0              3          3             7
 G133      2     6        3           6              16          6.0        1.0          2.0          19.0        14.0              3          3             6
 G103      2     6        4           6              13          6.0        1.0          2.0          24.0         9.0              3          3             5
  G73      2     6        5           6              10          6.0        1.0          2.0          25.0         8.0              3          3             4
  G43      2     6        6           6               7          6.0        1.0          2.0          30.0         3.0              3          3             3
  G13      2     6        7           6               4          6.0        1.0          2.0          31.0         2.0              3          3             2
 W252      2     6        8           6              43          6.0        3.0          2.0           1.0         7.0              3          2             4
 W218      2     6        9           6              38          6.0        3.0          2.0           4.0         4.0              3          2             2
 W217      2     6       10           6              37          6.0        3.0          2.0           7.0         1.0             -1         -1            -1
 W353      2     6       11           6              57          6.0        3.0          2.0          12.0        21.0             -1         -1            -1
 W319      2     6       12           6              52          6.0        3.0          2.0          15.0        18.0             -1         -1            -1
 W320      2     6       13           6              53          6.0        3.0          2.0          16.0        17.0              3          2             8
 W286      2     6       14           6              48          6.0        3.0          2.0          19.0        14.0              3          2             6
 W285      2     6       15           6              47          6.0        3.0          2.0          22.0        11.0             -1         -1            -1
 W251      2     7        0           6              42          6.0        3.0          2.0          25.0         8.0             -1         -1            -1
 W116      2     7        1           7              44          7.0        3.0          2.0           2.0         6.0              3          2             5
 W115      2     7        2           7              43          7.0        3.0          2.0           3.0         5.0             -1         -1            -1
 W114      2     7        3           7              42          7.0        3.0          2.0           4.0         4.0             -1         -1            -1
 W113      2     7        4           7              41          7.0        3.0          2.0           5.0         3.0             -1         -1            -1
 W112      2     7        5           7              40          7.0        3.0          2.0           6.0         2.0             -1         -1            -1
  W82      2     7        6           7              39          7.0        3.0          2.0           7.0         1.0              3          2             3
 W248      2     7        7           7              61          7.0        3.0          2.0          10.0        23.0             -1         -1            -1
 W216      2     7        8           7              60          7.0        3.0          2.0          11.0        22.0             -1         -1            -1
 W215      2     7        9           7              59          7.0        3.0          2.0          12.0        21.0             -1         -1            -1
 W214      2     7       10           7              58          7.0        3.0          2.0          13.0        20.0             -1         -1            -1
 W184      2     7       11           7              56          7.0        3.0          2.0          15.0        18.0              3          2             9
 W183      2     7       12           7              55          7.0        3.0          2.0          16.0        17.0             -1         -1            -1
 W182      2     7       13           7              54          7.0        3.0          2.0          17.0        16.0             -1         -1            -1
 W181      2     7       14           7              53          7.0        3.0          2.0          18.0        15.0             -1         -1            -1
 W180      2     7       15           7              52          7.0        3.0          2.0          19.0        14.0             -1         -1            -1
 W150      2     8        0           7              50          7.0        3.0          2.0          21.0        12.0              3          2             7
 W149      2     8        1           7              49          7.0        3.0          2.0          22.0        11.0             -1         -1            -1
 W148      2     8        2           7              48          7.0        3.0          2.0          23.0        10.0             -1         -1            -1
 W147      2     8        3           7              47          7.0        3.0          2.0          24.0         9.0             -1         -1            -1
 W146      2     8        4           7              46          7.0        3.0          2.0          25.0         8.0             -1         -1            -1
 W145      2     8        5           8              36          8.0        1.0          2.0           3.0        30.0              1          0             4
 W111      2     8        6           8              30          8.0        1.0          2.0           9.0        24.0              1          0             3
  W77      2     8        7           8              24          8.0        1.0          2.0          15.0        18.0              1          0             2
  W43      2     8        8           8              18          8.0        1.0          2.0          21.0        12.0              1          0             1
   W9      2     8        9           8              12          8.0        1.0          2.0          27.0         6.0              1          0             0
 W587      2     8       10           8              96          8.0        2.0          2.0           4.0         4.0              1          0            17
 W689      2     8       11           8             114          8.0        2.0          2.0          11.0        22.0              1          0            20
 W655      2     8       12           8             108          8.0        2.0          2.0          17.0        16.0              1          0            19
 W621      2     8       13           8             102          8.0        2.0          2.0          23.0        10.0              1          0            18
 W213      2     8       14           8              45          8.0        3.0          2.0           1.0         7.0              1          0             6
 W179      2     8       15           8              42          8.0        3.0          2.0           4.0         4.0              1          0             5
 W383      2     9        0           8              60          8.0        3.0          2.0          11.0        22.0              1          0            11
 W349      2     9        1           8              57          8.0        3.0          2.0          14.0        19.0              1          0            10
 W315      2     9        2           8              54          8.0        3.0          2.0          17.0        16.0              1          0             9
 W281      2     9        3           8              51          8.0        3.0          2.0          20.0        13.0              1          0             8
 W247      2     9        4           8              48          8.0        3.0          2.0          23.0        10.0              1          0             7
 W553      2     9        5           8              90          8.0        5.0          2.0           3.0        30.0              1          0            16
 W519      2     9        6           8              84          8.0        5.0          2.0           9.0        24.0              1          0            15
 W485      2     9        7           8              78          8.0        5.0          2.0          15.0        18.0              1          0            14
 W451      2     9        8           8              72          8.0        5.0          2.0          21.0        12.0              1          0            13
 W417      2     9        9           8              66          8.0        5.0          2.0          27.0         6.0              1          0            12
 W589      2     9       10           7              92          7.0        5.0          2.0           1.0        32.0             -1         -1            -1
 W590      2     9       11           7              93          7.0        5.0          2.0           2.0        31.0             -1         -1            -1
 W556      2     9       12           7              90          7.0        5.0          2.0           3.0        30.0             -1         -1            -1
 W588      2     9       13           7              91          7.0        5.0          2.0           4.0        29.0             -1         -1            -1
 W554      2     9       14           7              88          7.0        5.0          2.0           5.0        28.0             -1         -1            -1
 W555      2     9       15           7              89          7.0        5.0          2.0           6.0        27.0             -1         -1            -1
 W521      2    10        0           7              86          7.0        5.0          2.0           7.0        26.0             -1         -1            -1
 W522      2    10        1           7              87          7.0        5.0          2.0           8.0        25.0             -1         -1            -1
 W488      2    10        2           7              84          7.0        5.0          2.0           9.0        24.0             -1         -1            -1
 W520      2    10        3           7              85          7.0        5.0          2.0          10.0        23.0             -1         -1            -1
 W486      2    10        4           7              82          7.0        5.0          2.0          11.0        22.0             -1         -1            -1
 W487      2    10        5           7              83          7.0        5.0          2.0          12.0        21.0             -1         -1            -1
 W453      2    10        6           7              80          7.0        5.0          2.0          13.0        20.0             -1         -1            -1
 W454      2    10        7           7              81          7.0        5.0          2.0          14.0        19.0             -1         -1            -1
 W420      2    10        8           7              78          7.0        5.0          2.0          15.0        18.0             -1         -1            -1
 W452      2    10        9           7              79          7.0        5.0          2.0          16.0        17.0             -1         -1            -1
 W418      2    10       10           7              76          7.0        5.0          2.0          17.0        16.0             -1         -1            -1
 W419      2    10       11           7              77          7.0        5.0          2.0          18.0        15.0             -1         -1            -1
 W385      2    10       12           7              74          7.0        5.0          2.0          19.0        14.0             -1         -1            -1
 W386      2    10       13           7              75          7.0        5.0          2.0          20.0        13.0             -1         -1            -1
 W352      2    10       14           7              72          7.0        5.0          2.0          21.0        12.0             -1         -1            -1
 W384      2    10       15           7              73          7.0        5.0          2.0          22.0        11.0             -1         -1            -1
 W350      2    13        0           7              70          7.0        5.0          2.0          23.0        10.0             -1         -1            -1
