 name  crate  slot  channel  VPCB.board  VPCB.connector  cable.board  sub.label  group.label  cable.number  pin.number  link_to_crate  link_slot  link_channel
 W764      3    14        6           6             118          6.0        2.0          3.0           3.0        30.0             -1         -1            -1
 W765      3    14        7           6             119          6.0        2.0          3.0           4.0        29.0             -1         -1            -1
 W763      3    14        8           6             117          6.0        2.0          3.0           6.0        27.0              2          0            22
 W731      3    14        9           6             114          6.0        2.0          3.0           7.0        26.0             -1         -1            -1
 W729      3    14       10           6             112          6.0        2.0          3.0           9.0        24.0              2          0            21
 W730      3    14       11           6             113          6.0        2.0          3.0          10.0        23.0             -1         -1            -1
 W696      3    14       12           6             108          6.0        2.0          3.0          13.0        20.0             -1         -1            -1
 W697      3    14       13           6             109          6.0        2.0          3.0          14.0        19.0             -1         -1            -1
 W695      3    14       14           6             107          6.0        2.0          3.0          16.0        17.0              2          0            20
 W663      3    14       15           6             104          6.0        2.0          3.0          17.0        16.0             -1         -1            -1
 W661      3    15        0           6             102          6.0        2.0          3.0          19.0        14.0              2          0            19
 W662      3    15        1           6             103          6.0        2.0          3.0          20.0        13.0             -1         -1            -1
 W628      3    15        2           6              98          6.0        2.0          3.0          23.0        10.0             -1         -1            -1
 W629      3    15        3           6              99          6.0        2.0          3.0          24.0         9.0             -1         -1            -1
 W627      3    15        4           6              97          6.0        2.0          3.0          26.0         7.0              2          0            18
 W594      3    15        5           6              94          6.0        2.0          3.0          27.0         6.0             -1         -1            -1
 W593      3    15        6           6              93          6.0        2.0          3.0          30.0         3.0              2          0            17
 W560      3    15        7           6              90          6.0        2.0          3.0          31.0         2.0             -1         -1            -1
 G887      3    15        8           5             176          5.0        6.0          3.0           1.0        32.0              4          3            14
 G886      3    15        9           5             175          5.0        6.0          3.0           4.0        29.0             -1         -1            -1
 G856      3    15       10           5             172          5.0        6.0          3.0           5.0        28.0             -1         -1            -1
 G857      3    15       11           5             173          5.0        6.0          3.0           6.0        27.0              4          3            13
 G827      3    15       12           5             170          5.0        6.0          3.0           7.0        26.0              4          3            12
 G826      3    15       13           5             169          5.0        6.0          3.0          10.0        23.0             -1         -1            -1
 G796      3    15       14           5             166          5.0        6.0          3.0          11.0        22.0             -1         -1            -1
 G797      3    15       15           5             167          5.0        6.0          3.0          12.0        21.0              4          3            11
 G767      3    16        0           5             164          5.0        6.0          3.0          13.0        20.0              4          3            10
 G766      3    16        1           5             163          5.0        6.0          3.0          16.0        17.0             -1         -1            -1
 G736      3    16        2           5             160          5.0        6.0          3.0          17.0        16.0             -1         -1            -1
 G737      3    16        3           5             161          5.0        6.0          3.0          18.0        15.0              4          3             9
W1141      3    16        4           5             158          5.0        6.0          3.0          19.0        14.0             -1         -1            -1
W1142      3    16        5           5             159          5.0        6.0          3.0          20.0        13.0              4          3             2
W1108      3    16        6           5             156          5.0        6.0          3.0          21.0        12.0              4          3             1
W1140      3    16        7           5             157          5.0        6.0          3.0          22.0        11.0             -1         -1            -1
W1106      3    16        8           5             154          5.0        6.0          3.0          23.0        10.0             -1         -1            -1
W1107      3    16        9           5             155          5.0        6.0          3.0          24.0         9.0             -1         -1            -1
W1073      3    16       10           5             152          5.0        6.0          3.0          25.0         8.0             -1         -1            -1
W1074      3    16       11           5             153          5.0        6.0          3.0          26.0         7.0              4          3             0
W1039      3    16       12           5             150          5.0        6.0          3.0          27.0         6.0             -1         -1            -1
W1072      3    16       13           5             151          5.0        6.0          3.0          28.0         5.0             -1         -1            -1
W1005      3    16       14           5             148          5.0        6.0          3.0          29.0         4.0             -1         -1            -1
W1038      3    16       15           5             149          5.0        6.0          3.0          30.0         3.0             -1         -1            -1
 W971      3    17        0           5             146          5.0        6.0          3.0          31.0         2.0             -1         -1            -1
W1004      3    17        1           5             147          5.0        6.0          3.0          32.0         1.0             -1         -1            -1
 W836      3    17        2           5             127          5.0        4.0          3.0           1.0         5.0              4          2            26
 W834      3    17        3           5             125          5.0        4.0          3.0           3.0         3.0             -1         -1            -1
 W802      3    17        4           5             122          5.0        4.0          3.0           4.0         2.0              4          2            24
 W970      3    17        5           5             145          5.0        4.0          3.0          10.0        23.0             -1         -1            -1
 W938      3    17        6           5             142          5.0        4.0          3.0          11.0        22.0              4          2            31
 W936      3    17        7           5             140          5.0        4.0          3.0          13.0        20.0             -1         -1            -1
 W937      3    17        8           5             141          5.0        4.0          3.0          14.0        19.0             -1         -1            -1
 W903      3    17        9           5             136          5.0        4.0          3.0          17.0        16.0             -1         -1            -1
 W904      3    17       10           5             137          5.0        4.0          3.0          18.0        15.0              4          2            30
 W902      3    17       11           5             135          5.0        4.0          3.0          20.0        13.0             -1         -1            -1
 W870      3    17       12           5             132          5.0        4.0          3.0          21.0        12.0              4          2            28
 W868      3    17       13           5             130          5.0        4.0          3.0          23.0        10.0             -1         -1            -1
 W869      3    17       14           5             131          5.0        4.0          3.0          24.0         9.0             -1         -1            -1
 W835      3    17       15           5             126          5.0        4.0          3.0          27.0         6.0             -1         -1            -1
 W559      3    18        0           6              89          6.0        5.0          3.0           2.0        31.0              2          0            16
 W527      3    18        1           6              86          6.0        5.0          3.0           3.0        30.0             -1         -1            -1
 W525      3    18        2           6              84          6.0        5.0          3.0           5.0        28.0              2          0            15
 W526      3    18        3           6              85          6.0        5.0          3.0           6.0        27.0             -1         -1            -1
 W492      3    18        4           6              80          6.0        5.0          3.0           9.0        24.0             -1         -1            -1
 W493      3    18        5           6              81          6.0        5.0          3.0          10.0        23.0             -1         -1            -1
 W491      3    18        6           6              79          6.0        5.0          3.0          12.0        21.0              2          0            14
 W459      3    18        7           6              76          6.0        5.0          3.0          13.0        20.0             -1         -1            -1
 W457      3    18        8           6              74          6.0        5.0          3.0          15.0        18.0              2          0            13
 W458      3    18        9           6              75          6.0        5.0          3.0          16.0        17.0             -1         -1            -1
 W424      3    18       10           6              70          6.0        5.0          3.0          19.0        14.0             -1         -1            -1
 W425      3    18       11           6              71          6.0        5.0          3.0          20.0        13.0             -1         -1            -1
 W423      3    18       12           6              69          6.0        5.0          3.0          22.0        11.0              2          0            12
 W391      3    18       13           6              66          6.0        5.0          3.0          23.0        10.0             -1         -1            -1
 W390      3    18       15           6              65          6.0        5.0          3.0          26.0         7.0             -1         -1            -1
 W356      3    19        0           6              60          6.0        5.0          3.0          29.0         4.0             -1         -1            -1
 W357      3    19        1           6              61          6.0        5.0          3.0          30.0         3.0             -1         -1            -1
 W355      3    19        2           6              59          6.0        5.0          3.0          32.0         1.0              2          0            10
 G885      3    19        3           6             177          6.0        6.0          3.0           2.0        31.0              2          1            14
 G855      3    19        4           6             174          6.0        6.0          3.0           3.0        30.0              2          1            13
 G825      3    19        5           6             171          6.0        6.0          3.0           8.0        25.0              2          1            12
 G795      3    19        6           6             168          6.0        6.0          3.0           9.0        24.0              2          1            11
 G765      3    19        7           6             165          6.0        6.0          3.0          14.0        19.0              2          1            10
 G735      3    19        8           6             162          6.0        6.0          3.0          15.0        18.0              2          1             9
W1138      3    19        9           6             158          6.0        6.0          3.0          19.0        14.0              2          1             2
W1139      3    19       10           6             159          6.0        6.0          3.0          20.0        13.0             -1         -1            -1
W1105      3    19       11           6             156          6.0        6.0          3.0          21.0        12.0             -1         -1            -1
W1137      3    19       12           6             157          6.0        6.0          3.0          22.0        11.0              2          1             1
W1103      3    19       13           6             154          6.0        6.0          3.0          23.0        10.0              2          1             0
W1104      3    19       14           6             155          6.0        6.0          3.0          24.0         9.0             -1         -1            -1
W1070      3    19       15           6             152          6.0        6.0          3.0          25.0         8.0             -1         -1            -1
W1071      3    20        0           6             153          6.0        6.0          3.0          26.0         7.0             -1         -1            -1
W1037      3    20        1           6             150          6.0        6.0          3.0          27.0         6.0             -1         -1            -1
W1069      3    20        2           6             151          6.0        6.0          3.0          28.0         5.0              2          0            31
W1003      3    20        3           6             148          6.0        6.0          3.0          29.0         4.0             -1         -1            -1
W1036      3    20        4           6             149          6.0        6.0          3.0          30.0         3.0             -1         -1            -1
 W969      3    20        5           6             146          6.0        6.0          3.0          31.0         2.0             -1         -1            -1
W1002      3    20        6           6             147          6.0        6.0          3.0          32.0         1.0             -1         -1            -1
W1035      3    20        7           7             141          7.0        4.0          3.0          10.0        23.0              2          0            29
W1001      3    20        8           7             135          7.0        4.0          3.0          16.0        17.0              2          0            27
 W967      3    20        9           7             129          7.0        4.0          3.0          22.0        11.0              2          0            25
 W122      3    20       10           4              40          4.0        3.0          3.0           6.0         2.0              4          2             5
 W190      3    20       11           4              52          4.0        3.0          3.0          19.0        14.0              4          2             9
 W156      3    20       12           4              46          4.0        3.0          3.0          25.0         8.0              4          2             7
W1040      3    20       13           4             136          4.0        4.0          3.0          11.0        22.0              4          2            29
W1006      3    20       14           4             130          4.0        4.0          3.0          17.0        16.0              4          2            27
 W972      3    20       15           4             124          4.0        4.0          3.0          23.0        10.0              4          2            25
 W638      4     3        0           3              97          3.0        2.0          4.0           5.0         3.0              5          0            18
 W740      4     3        1           3             115          3.0        2.0          4.0          12.0        21.0              5          0            21
 W706      4     3        2           3             109          3.0        2.0          4.0          18.0        15.0              5          0            20
 W672      4     3        3           3             103          3.0        2.0          4.0          24.0         9.0              5          0            19
W1046      4     3        4           3             151          3.0        6.0          4.0           5.0         1.0              5          0            30
W1148      4     3        5           3             169          3.0        6.0          4.0          14.0        19.0              5          1             1
W1114      4     3        6           3             163          3.0        6.0          4.0          20.0        13.0              5          1             0
W1080      4     3        7           3             157          3.0        6.0          4.0          26.0         7.0              5          0            31
W1012      4     3        8           3             145          3.0        4.0          4.0           6.0        27.0              5          0            29
 W944      4     3        9           3             136          3.0        4.0          4.0          11.0        22.0              5          0            27
 W978      4     3       10           3             139          3.0        4.0          4.0          12.0        21.0              5          0            28
 W876      4     3       11           3             130          3.0        4.0          4.0          17.0        16.0              5          0            25
 W910      4     3       12           3             133          3.0        4.0          4.0          18.0        15.0              5          0            26
 W808      4     3       13           3             124          3.0        4.0          4.0          23.0        10.0              5          0            23
 W842      4     3       14           3             127          3.0        4.0          4.0          24.0         9.0              5          0            24
 W774      4     3       15           3             121          3.0        4.0          4.0          30.0         3.0              5          0            22
 W704      4     4        0           4             101          4.0        2.0          4.0           1.0         7.0             -1         -1            -1
 W670      4     4        1           4              98          4.0        2.0          4.0           2.0         6.0             -1         -1            -1
 W671      4     4        2           4              99          4.0        2.0          4.0           3.0         5.0             -1         -1            -1
 W637      4     4        3           4              96          4.0        2.0          4.0           4.0         4.0             -1         -1            -1
 W669      4     4        4           4              97          4.0        2.0          4.0           5.0         3.0             -1         -1            -1
 W635      4     4        5           4              94          4.0        2.0          4.0           6.0         2.0             -1         -1            -1
 W636      4     4        6           4              95          4.0        2.0          4.0           7.0         1.0             -1         -1            -1
 W875      4     4        7           4             117          4.0        2.0          4.0          10.0        23.0             -1         -1            -1
 W841      4     4        8           4             114          4.0        2.0          4.0          11.0        22.0             -1         -1            -1
 W873      4     4        9           4             115          4.0        2.0          4.0          12.0        21.0             -1         -1            -1
 W839      4     4       10           4             112          4.0        2.0          4.0          13.0        20.0             -1         -1            -1
 W840      4     4       11           4             113          4.0        2.0          4.0          14.0        19.0             -1         -1            -1
 W806      4     4       12           4             110          4.0        2.0          4.0          15.0        18.0             -1         -1            -1
 W807      4     4       13           4             111          4.0        2.0          4.0          16.0        17.0             -1         -1            -1
 W773      4     4       14           4             108          4.0        2.0          4.0          17.0        16.0             -1         -1            -1
 W805      4     4       15           4             109          4.0        2.0          4.0          18.0        15.0             -1         -1            -1
 W771      4     5        0           4             106          4.0        2.0          4.0          19.0        14.0             -1         -1            -1
 W772      4     5        1           4             107          4.0        2.0          4.0          20.0        13.0             -1         -1            -1
 W738      4     5        2           4             104          4.0        2.0          4.0          21.0        12.0             -1         -1            -1
 W739      4     5        3           4             105          4.0        2.0          4.0          22.0        11.0             -1         -1            -1
 W705      4     5        4           4             102          4.0        2.0          4.0          23.0        10.0             -1         -1            -1
 W737      4     5        5           4             103          4.0        2.0          4.0          24.0         9.0             -1         -1            -1
 W703      4     5        6           4             100          4.0        2.0          4.0          25.0         8.0             -1         -1            -1
W1079      4     5        7           4             146          4.0        4.0          4.0           1.0        32.0             -1         -1            -1
W1111      4     5        8           4             149          4.0        4.0          4.0           2.0        31.0             -1         -1            -1
W1077      4     5        9           4             144          4.0        4.0          4.0           3.0        30.0             -1         -1            -1
W1109      4     5       10           4             147          4.0        4.0          4.0           4.0        29.0              3          3             0
W1075      4     5       11           4             142          4.0        4.0          4.0           5.0        28.0              3          2            30
W1078      4     5       12           4             145          4.0        4.0          4.0           6.0        27.0             -1         -1            -1
W1044      4     5       13           4             140          4.0        4.0          4.0           7.0        26.0             -1         -1            -1
W1076      4     5       14           4             143          4.0        4.0          4.0           8.0        25.0             -1         -1            -1
W1042      4     5       15           4             138          4.0        4.0          4.0           9.0        24.0             -1         -1            -1
W1045      4     6        0           4             141          4.0        4.0          4.0          10.0        23.0             -1         -1            -1
W1043      4     6        1           4             139          4.0        4.0          4.0          12.0        21.0             -1         -1            -1
W1010      4     6        2           4             134          4.0        4.0          4.0          13.0        20.0             -1         -1            -1
W1041      4     6        3           4             137          4.0        4.0          4.0          14.0        19.0              3          2            28
W1008      4     6        4           4             132          4.0        4.0          4.0          15.0        18.0             -1         -1            -1
W1011      4     6        5           4             135          4.0        4.0          4.0          16.0        17.0             -1         -1            -1
W1009      4     6        6           4             133          4.0        4.0          4.0          18.0        15.0             -1         -1            -1
 W976      4     6        7           4             128          4.0        4.0          4.0          19.0        14.0             -1         -1            -1
W1007      4     6        8           4             131          4.0        4.0          4.0          20.0        13.0              3          2            26
 W974      4     6        9           4             126          4.0        4.0          4.0          21.0        12.0             -1         -1            -1
 W977      4     6       10           4             129          4.0        4.0          4.0          22.0        11.0             -1         -1            -1
 W975      4     6       11           4             127          4.0        4.0          4.0          24.0         9.0             -1         -1            -1
 W942      4     6       12           4             122          4.0        4.0          4.0          25.0         8.0             -1         -1            -1
 W973      4     6       13           4             125          4.0        4.0          4.0          26.0         7.0              3          2            24
 W909      4     6       14           4             120          4.0        4.0          4.0          27.0         6.0             -1         -1            -1
 W943      4     6       15           4             123          4.0        4.0          4.0          28.0         5.0             -1         -1            -1
 W907      4     7        0           4             118          4.0        4.0          4.0          29.0         4.0             -1         -1            -1
 W941      4     7        1           4             121          4.0        4.0          4.0          30.0         3.0             -1         -1            -1
 W874      4     7        2           4             116          4.0        4.0          4.0          31.0         2.0             -1         -1            -1
 W908      4     7        3           4             119          4.0        4.0          4.0          32.0         1.0             -1         -1            -1
 W804      4     7        4           5             124          5.0        4.0          4.0           2.0         4.0             -1         -1            -1
 W803      4     7        5           5             123          5.0        4.0          4.0           5.0         1.0              3          2            23
 W940      4     7        6           5             144          5.0        4.0          4.0           9.0        24.0             -1         -1            -1
 W939      4     7        7           5             143          5.0        4.0          4.0          12.0        21.0              3          2            31
 W905      4     7        8           5             138          5.0        4.0          4.0          15.0        18.0              3          2            29
 W906      4     7        9           5             139          5.0        4.0          4.0          16.0        17.0             -1         -1            -1
 W872      4     7       10           5             134          5.0        4.0          4.0          19.0        14.0             -1         -1            -1
 W871      4     7       11           5             133          5.0        4.0          4.0          22.0        11.0              3          2            27
 W837      4     7       12           5             128          5.0        4.0          4.0          25.0         8.0              3          2            25
 W838      4     7       13           5             129          5.0        4.0          4.0          26.0         7.0             -1         -1            -1
 W769      4     7       14           5             118          5.0        2.0          4.0           3.0        30.0              3          2            22
 W770      4     7       15           5             119          5.0        2.0          4.0           4.0        29.0             -1         -1            -1
 W736      4     8        0           5             114          5.0        2.0          4.0           7.0        26.0             -1         -1            -1
 W735      4     8        1           5             113          5.0        2.0          4.0          10.0        23.0              3          2            21
 W701      4     8        2           5             108          5.0        2.0          4.0          13.0        20.0              3          2            20
 W702      4     8        3           5             109          5.0        2.0          4.0          14.0        19.0             -1         -1            -1
 W668      4     8        4           5             104          5.0        2.0          4.0          17.0        16.0             -1         -1            -1
 W667      4     8        5           5             103          5.0        2.0          4.0          20.0        13.0              3          2            19
 W633      4     8        6           5              98          5.0        2.0          4.0          23.0        10.0              3          2            18
 W634      4     8        7           5              99          5.0        2.0          4.0          24.0         9.0             -1         -1            -1
 W600      4     8        8           5              94          5.0        2.0          4.0          27.0         6.0             -1         -1            -1
 W599      4     8        9           5              93          5.0        2.0          4.0          30.0         3.0              3          2            17
 W566      4     8       10           5              90          5.0        2.0          4.0          31.0         2.0             -1         -1            -1
 G888      4     8       11           5             177          5.0        6.0          4.0           2.0        31.0              3          3            13
 G858      4     8       12           5             174          5.0        6.0          4.0           3.0        30.0              3          3            12
 G828      4     8       13           5             171          5.0        6.0          4.0           8.0        25.0              3          3            11
 G798      4     8       14           5             168          5.0        6.0          4.0           9.0        24.0              3          3            10
 G768      4     8       15           5             165          5.0        6.0          4.0          14.0        19.0              3          3             9
 G738      4     9        0           5             162          5.0        6.0          4.0          15.0        18.0              3          3             8
 W230      4     9        1           3              43          3.0        3.0          4.0           3.0         5.0              5          0             6
 W434      4     9        2           3              61          3.0        3.0          4.0          10.0        23.0              5          0            12
 W400      4     9        3           3              58          3.0        3.0          4.0          13.0        20.0              5          0            11
 W366      4     9        4           3              55          3.0        3.0          4.0          16.0        17.0              5          0            10
 W332      4     9        5           3              52          3.0        3.0          4.0          19.0        14.0              5          0             9
 W298      4     9        6           3              49          3.0        3.0          4.0          22.0        11.0              5          0             8
 W264      4     9        7           3              46          3.0        3.0          4.0          25.0         8.0              5          0             7
 W225      4     9        8           5              40          5.0        3.0          4.0           2.0         6.0              3          2             3
 W226      4     9        9           5              41          5.0        3.0          4.0           3.0         5.0             -1         -1            -1
 W328      4     9       10           5              56          5.0        3.0          4.0          11.0        22.0             -1         -1            -1
 W327      4     9       11           5              55          5.0        3.0          4.0          14.0        19.0              3          2             9
 W293      4     9       12           5              50          5.0        3.0          4.0          17.0        16.0              3          2             7
 W294      4     9       13           5              51          5.0        3.0          4.0          18.0        15.0             -1         -1            -1
 W260      4     9       14           5              46          5.0        3.0          4.0          21.0        12.0             -1         -1            -1
 W259      4     9       15           5              45          5.0        3.0          4.0          24.0         9.0              3          2             5
 W565      4    10        0           5              89          5.0        5.0          4.0           2.0        31.0              3          2            16
 W532      4    10        1           5              86          5.0        5.0          4.0           3.0        30.0             -1         -1            -1
 W531      4    10        2           5              85          5.0        5.0          4.0           6.0        27.0              3          2            15
 W497      4    10        3           5              80          5.0        5.0          4.0           9.0        24.0              3          2            14
 W498      4    10        4           5              81          5.0        5.0          4.0          10.0        23.0             -1         -1            -1
 W464      4    10        5           5              76          5.0        5.0          4.0          13.0        20.0             -1         -1            -1
 W463      4    10        6           5              75          5.0        5.0          4.0          16.0        17.0              3          2            13
 W429      4    10        7           5              70          5.0        5.0          4.0          19.0        14.0              3          2            12
 W430      4    10        8           5              71          5.0        5.0          4.0          20.0        13.0             -1         -1            -1
 W396      4    10        9           5              66          5.0        5.0          4.0          23.0        10.0             -1         -1            -1
 W395      4    10       10           5              65          5.0        5.0          4.0          26.0         7.0              3          2            11
 W361      4    10       11           5              60          5.0        5.0          4.0          29.0         4.0              3          2            10
 W362      4    10       12           5              61          5.0        5.0          4.0          30.0         3.0             -1         -1            -1
 W127      4    13        0           4              45          4.0        3.0          4.0           1.0         7.0             -1         -1            -1
 W126      4    13        1           4              44          4.0        3.0          4.0           2.0         6.0             -1         -1            -1
 W125      4    13        2           4              43          4.0        3.0          4.0           3.0         5.0             -1         -1            -1
 W124      4    13        3           4              42          4.0        3.0          4.0           4.0         4.0             -1         -1            -1
 W123      4    13        4           4              41          4.0        3.0          4.0           5.0         3.0              3          2             4
  W93      4    13        5           4              39          4.0        3.0          4.0           7.0         1.0             -1         -1            -1
 W261      4    13        6           4              61          4.0        3.0          4.0          10.0        23.0             -1         -1            -1
 W229      4    13        7           4              60          4.0        3.0          4.0          11.0        22.0             -1         -1            -1
 W228      4    13        8           4              59          4.0        3.0          4.0          12.0        21.0             -1         -1            -1
 W227      4    13        9           4              58          4.0        3.0          4.0          13.0        20.0             -1         -1            -1
 W195      4    13       10           4              57          4.0        3.0          4.0          14.0        19.0             -1         -1            -1
 W194      4    13       11           4              56          4.0        3.0          4.0          15.0        18.0             -1         -1            -1
 W193      4    13       12           4              55          4.0        3.0          4.0          16.0        17.0             -1         -1            -1
 W192      4    13       13           4              54          4.0        3.0          4.0          17.0        16.0             -1         -1            -1
 W191      4    13       14           4              53          4.0        3.0          4.0          18.0        15.0              3          2             8
 W161      4    13       15           4              51          4.0        3.0          4.0          20.0        13.0             -1         -1            -1
 W160      4    14        0           4              50          4.0        3.0          4.0          21.0        12.0             -1         -1            -1
 W159      4    14        1           4              49          4.0        3.0          4.0          22.0        11.0             -1         -1            -1
 W158      4    14        2           4              48          4.0        3.0          4.0          23.0        10.0             -1         -1            -1
 W157      4    14        3           4              47          4.0        3.0          4.0          24.0         9.0              3          2             6
 W602      4    14        4           4              92          4.0        5.0          4.0           1.0        32.0             -1         -1            -1
 W603      4    14        5           4              93          4.0        5.0          4.0           2.0        31.0             -1         -1            -1
 W569      4    14        6           4              90          4.0        5.0          4.0           3.0        30.0             -1         -1            -1
 W601      4    14        7           4              91          4.0        5.0          4.0           4.0        29.0             -1         -1            -1
 W567      4    14        8           4              88          4.0        5.0          4.0           5.0        28.0             -1         -1            -1
 W568      4    14        9           4              89          4.0        5.0          4.0           6.0        27.0             -1         -1            -1
 W534      4    14       10           4              86          4.0        5.0          4.0           7.0        26.0             -1         -1            -1
 W535      4    14       11           4              87          4.0        5.0          4.0           8.0        25.0             -1         -1            -1
 W501      4    14       12           4              84          4.0        5.0          4.0           9.0        24.0             -1         -1            -1
 W533      4    14       13           4              85          4.0        5.0          4.0          10.0        23.0             -1         -1            -1
 W499      4    14       14           4              82          4.0        5.0          4.0          11.0        22.0             -1         -1            -1
 W500      4    14       15           4              83          4.0        5.0          4.0          12.0        21.0             -1         -1            -1
 W466      4    15        0           4              80          4.0        5.0          4.0          13.0        20.0             -1         -1            -1
 W467      4    15        1           4              81          4.0        5.0          4.0          14.0        19.0             -1         -1            -1
 W433      4    15        2           4              78          4.0        5.0          4.0          15.0        18.0             -1         -1            -1
 W465      4    15        3           4              79          4.0        5.0          4.0          16.0        17.0             -1         -1            -1
 W431      4    15        4           4              76          4.0        5.0          4.0          17.0        16.0             -1         -1            -1
 W432      4    15        5           4              77          4.0        5.0          4.0          18.0        15.0             -1         -1            -1
 W398      4    15        6           4              74          4.0        5.0          4.0          19.0        14.0             -1         -1            -1
 W399      4    15        7           4              75          4.0        5.0          4.0          20.0        13.0             -1         -1            -1
 W365      4    15        8           4              72          4.0        5.0          4.0          21.0        12.0             -1         -1            -1
 W397      4    15        9           4              73          4.0        5.0          4.0          22.0        11.0             -1         -1            -1
 W363      4    15       10           4              70          4.0        5.0          4.0          23.0        10.0             -1         -1            -1
 W364      4    15       11           4              71          4.0        5.0          4.0          24.0         9.0             -1         -1            -1
 W330      4    15       12           4              68          4.0        5.0          4.0          25.0         8.0             -1         -1            -1
 W331      4    15       13           4              69          4.0        5.0          4.0          26.0         7.0             -1         -1            -1
 W297      4    15       14           4              66          4.0        5.0          4.0          27.0         6.0             -1         -1            -1
 W329      4    15       15           4              67          4.0        5.0          4.0          28.0         5.0             -1         -1            -1
 W295      4    16        0           4              64          4.0        5.0          4.0          29.0         4.0             -1         -1            -1
 W296      4    16        1           4              65          4.0        5.0          4.0          30.0         3.0             -1         -1            -1
 W262      4    16        2           4              62          4.0        5.0          4.0          31.0         2.0             -1         -1            -1
 W263      4    16        3           4              63          4.0        5.0          4.0          32.0         1.0             -1         -1            -1
 W604      4    16        4           3              91          3.0        5.0          4.0           4.0        29.0              5          0            17
 W570      4    16        5           3              85          3.0        5.0          4.0          10.0        23.0              5          0            16
